data,ticker,nome,setor,industria,preco_atual,market_cap,pl,pl_forward,pvp,psr,ev_ebitda,roe,roa,margem_liquida,margem_bruta,margem_ebitda,dividend_yield,payout_ratio,divida_patrimonio,lpa,lpa_forward,beta,volume_medio
2026-08-24,POSI3,POSITIVO TECON      NM,Technology,Computer Hardware,3.42,473569920.0,38.0,2.0279405,0.30582136,0.13618906,3.928,0.00815,0.03743,0.00269,0.24993,0.088190004,13.33,2.0133,78.396,0.09,1.68644,0.114,821595
2026-08-25,POSI3,POSITIVO TECON      NM,Technology,Computer Hardware,3.43,474954624.0,38.11111,2.0338702,0.30671558,0.13658726,3.937,0.00815,0.03743,0.00269,0.24993,0.088190004,13.26,2.0133,78.396,0.09,1.68644,0.114,825652
2026-08-27,POSI3,POSITIVO TECON      NM,Technology,Computer Hardware,3.39,469415808.0,37.666668,2.0101516,0.3031387,0.13499185,4.917,0.00811,0.03744,0.00358,0.24993,0.07315,13.22,2.0133,81.442,0.09,1.68644,0.114,822217
2026-08-24,PRIO3,PRIO        ON      NM,Energy,Oil & Gas E&P,61.62,49141239808.0,12.891212,6.7791314,1.7432387,2.3004527,5.701,0.14225,0.065910004,0.18111,0.33007,0.59066004,,0.0,90.248,4.78,9.08966,0.071,7877017
2026-08-25,PRIO3,PRIO        ON      NM,Energy,Oil & Gas E&P,60.88,48551100416.0,12.736402,6.6977205,1.722304,2.2728264,5.623,0.14225,0.065910004,0.18111,0.33007,0.59066004,,0.0,90.248,4.78,9.08966,0.071,7829690
2026-08-27,PRIO3,PRIO        ON      NM,Energy,Oil & Gas E&P,60.76,48455401472.0,12.711296,6.6807337,1.7189091,2.2683465,5.569,0.14225,0.065910004,0.18111,0.33007,0.59066004,,0.0,90.248,4.78,9.09481,0.071,7759629
2026-08-24,PRNR3,PRINER      ON      NM,Industrials,Engineering & Construction,16.45,937767744.0,23.169016,4.7000003,1.6946535,0.5462546,6.02,0.12191,0.060159996,0.020610001,0.20512,0.16287,0.65,0.0,174.675,0.71,3.5,0.563,420409
2026-08-25,PRNR3,PRINER      ON      NM,Industrials,Engineering & Construction,17.21,981093120.0,24.239435,4.9171424,1.7729473,0.57149184,5.956,0.12191,0.060159996,0.020610001,0.20512,0.16287,0.65,0.0,174.675,0.71,3.5,0.563,419861
2026-08-27,PRNR3,PRINER      ON      NM,Industrials,Engineering & Construction,17.54,999905600.0,24.704227,5.011429,1.8069435,0.5824583,6.334,0.12181,0.060149997,0.02554,0.18679,0.15795,0.65,0.0,176.223,0.71,3.5,0.563,429857
2026-08-24,PSSA3,PORTO SEGUROON      NM,Financial Services,Insurance - Diversified,47.59,30504824832.0,8.378521,7.639887,1.9359694,0.672975,3.109,0.24169001,0.06057,0.08127,0.41588002,0.117060006,4.4,0.53029996,6.366,5.68,6.22915,0.426,1473587
2026-08-25,PSSA3,PORTO SEGUROON      NM,Financial Services,Insurance - Diversified,48.24,30921469952.0,8.492958,7.744235,1.9174815,0.6821667,3.232,0.24169001,0.06057,0.08127,0.41588002,0.117060006,4.31,0.53029996,6.366,5.68,6.22915,0.426,1480156
2026-08-27,PSSA3,PORTO SEGUROON      NM,Financial Services,Insurance - Diversified,48.54,31113766912.0,8.545775,7.7923956,1.9294062,0.686409,3.31,0.24169001,0.06057,0.08127,0.41588002,0.117060006,4.25,0.53029996,6.366,5.68,6.22915,0.426,1493243
2026-08-24,QUAL3,QUALICORP   ON      NM,Healthcare,Healthcare Plans,1.63,461080512.0,11.642857,3.3271418,0.35581753,0.33633882,3.914,0.02096,0.05325,0.01903,0.87649,0.23667999,0.56,0.066300005,89.428,0.14,0.48991,0.487,3298507
2026-08-25,QUAL3,QUALICORP   ON      NM,Healthcare,Healthcare Plans,1.69,478052832.0,24.142859,3.4496133,0.3689151,0.34871942,3.931,0.02096,0.05325,0.01903,0.87649,0.23667999,0.55,0.1291,89.428,0.07,0.48991,0.487,3109120
2026-08-27,QUAL3,QUALICORP   ON      NM,Healthcare,Healthcare Plans,1.64,463909248.0,23.428572,3.3475535,0.35800046,0.33840227,3.94,0.02096,0.05325,0.01903,0.87649,0.23667999,0.53,0.1291,89.428,0.07,0.48991,0.487,3071143
2026-08-24,RADL3,RAIADROGASILON      NM,Healthcare,Pharmaceutical Retailers,18.32,32033181696.0,21.55294,15.695144,4.3639827,0.68838453,10.407,0.19993,0.077989995,0.02885,0.30298,0.08294,2.39,0.5186,117.862,0.85,1.16724,0.013,10845785
2026-08-25,RADL3,RAIADROGASILON      NM,Healthcare,Pharmaceutical Retailers,19.59,34253824000.0,23.047058,16.78318,4.6665077,0.73610556,10.357,0.19993,0.077989995,0.02885,0.30298,0.08294,2.4,0.5186,117.862,0.85,1.16724,0.013,10880634
2026-08-27,RADL3,RAIADROGASILON      NM,Healthcare,Pharmaceutical Retailers,19.31,33764233216.0,22.717646,16.543299,4.599809,0.7255844,10.805,0.19993,0.077989995,0.02885,0.30298,0.08294,2.24,0.5186,117.862,0.85,1.16724,0.013,10869330
2026-08-24,RAIL3,RUMO S.A.   ON      NM,Industrials,Railroads,14.24,26425446400.0,21.575756,11.418034,1.8263434,1.8360935,6.701,0.0881,0.07068,0.085260004,0.4582,0.52243,0.76,0.16409999,201.104,0.66,1.24715,-0.087,11531715
2026-08-25,RAIL3,RUMO S.A.   ON      NM,Industrials,Railroads,14.53,26963605504.0,22.01515,11.650563,1.8635372,1.8734859,6.699,0.0881,0.07068,0.085260004,0.4582,0.52243,0.76,0.16409999,201.104,0.66,1.24715,-0.087,11597146
2026-08-27,RAIL3,RUMO S.A.   ON      NM,Industrials,Railroads,14.59,27074949120.0,22.10606,11.370456,1.8712325,1.8812222,6.77,0.0881,0.07068,0.085260004,0.4582,0.52243,0.75,0.16409999,201.104,0.66,1.28315,-0.087,11641649
2026-08-24,RANI3,IRANI       ON      NM,Consumer Cyclical,Packaging & Containers,7.83,1799002112.0,13.736842,5.514085,1.2266959,1.0637486,6.185,0.09207,0.043959998,0.07654,0.32132,0.27926,4.62,0.8362,137.965,0.57,1.42,-0.059,568362
2026-08-25,RANI3,IRANI       ON      NM,Consumer Cyclical,Packaging & Containers,7.78,1787514240.0,13.649123,5.4788737,1.2188627,1.0569558,6.228,0.09207,0.043959998,0.07654,0.32132,0.27926,4.57,0.8362,137.965,0.57,1.42,-0.059,571966
2026-08-27,RANI3,IRANI       ON      NM,Consumer Cyclical,Packaging & Containers,7.7,1769133568.0,13.508772,5.4225354,1.2063293,1.0460874,6.165,0.09207,0.043959998,0.07654,0.32132,0.27926,4.6,0.8362,137.965,0.57,1.42,-0.059,567723
2026-08-24,RAPT4,RANDON PART PN      N1,Industrials,Farm & Heavy Construction Machinery,4.73,1649293184.0,,3.709804,0.530626,0.12623008,4.619,-0.01442,0.052249998,-0.026500002,0.2613,0.14657,0.88,0.0,211.467,-0.79,1.275,,2418346
2026-08-25,RAPT4,RANDON PART PN      N1,Industrials,Farm & Heavy Construction Machinery,4.81,1677188224.0,,3.7725492,0.5396007,0.12836504,4.623,-0.01442,0.052249998,-0.026500002,0.2613,0.14657,0.88,0.0,211.467,-0.79,1.275,,2421460
2026-08-27,RAPT4,RANDON PART PN      N1,Industrials,Farm & Heavy Construction Machinery,4.76,1659753856.0,,3.7333336,0.5339915,0.12703069,4.628,-0.01442,0.052249998,-0.026500002,0.2613,0.14657,0.88,0.0,211.467,-0.79,1.275,,2416060
2026-08-24,RCSL4,RECRUSUL    PN,Industrials,Specialty Industrial Machinery,0.75,95466880.0,12.5,,-4.213483,158.05775,-7.153,,-0.14183,0.0,-0.08113,0.0,,0.0,,0.06,,0.087,5291182
2026-08-25,RCSL4,RECRUSUL    PN,Industrials,Specialty Industrial Machinery,0.75,95466880.0,12.5,,-4.213483,158.05775,-7.153,,-0.14183,0.0,-0.08113,0.0,,0.0,,0.06,,0.087,5236169
2026-08-27,RCSL4,RECRUSUL    PN,Industrials,Specialty Industrial Machinery,0.57,72554832.0,9.5,,-3.2022471,312.73636,-12.665,,-0.11175,0.0,-0.27586,0.0,,0.0,,0.06,,0.087,5322621
2026-08-24,RDOR3,REDE D OR   ON      NM,Healthcare,Medical Care Facilities,34.52,75143192576.0,15.690909,12.837391,3.840249,1.3002275,7.223,0.19779,0.063540004,0.083450004,0.23066,0.21804,2.14,1.5008999,250.501,2.2,2.68902,0.617,7027923
2026-08-25,RDOR3,REDE D OR   ON      NM,Healthcare,Medical Care Facilities,36.07,78517231616.0,16.395454,13.403889,4.012682,1.3586097,7.27,0.19779,0.063540004,0.083450004,0.23066,0.21804,2.12,1.5008999,250.501,2.2,2.69101,0.617,7068362
2026-08-27,RDOR3,REDE D OR   ON      NM,Healthcare,Medical Care Facilities,35.3,76841091072.0,16.045454,13.117751,3.9270217,1.3296069,7.405,0.19779,0.063540004,0.083450004,0.23066,0.21804,2.03,1.5008999,250.501,2.2,2.69101,0.617,7041370
2026-08-24,RECV3,PETRORECSA  ON  EJ  NM,Energy,Oil & Gas E&P,10.51,3079525120.0,6.182353,6.408341,0.695704,1.0323744,3.482,0.11252,0.05056,0.16734,0.32072,0.44928002,6.48,0.8032,72.213,1.7,1.64005,-0.22,2201804
2026-08-25,RECV3,PETRORECSA  ON  EJ  NM,Energy,Oil & Gas E&P,10.59,3102966016.0,6.2294116,6.45712,0.70099956,1.0402327,3.482,0.11252,0.05056,0.16734,0.32072,0.44928002,6.48,0.8032,72.213,1.7,1.64005,-0.22,2186742
2026-08-27,RECV3,PETRORECSA  ON  EJ  NM,Energy,Oil & Gas E&P,10.37,3038503936.0,6.1,6.3229775,0.6864367,1.0186225,3.499,0.11252,0.05056,0.16734,0.32072,0.44928002,6.44,0.8032,72.213,1.7,1.64005,-0.22,2157175
